photo_a,photo_b,breed_a,breed_b,pile_a,pile_b,dhash_distance,phash_distance,confirmed_copy,exact_copy,same_breed,crosses_piles,pile_pair
n02089867-Walker_hound/n02089867_1882.jpg,n02089973-English_foxhound/n02089973_2093.jpg,n02089867-Walker_hound,n02089973-English_foxhound,train,train,0,0,True,False,False,False,train-train
n02089867-Walker_hound/n02089867_2880.jpg,n02089973-English_foxhound/n02089973_3160.jpg,n02089867-Walker_hound,n02089973-English_foxhound,test,train,0,2,True,False,False,True,train-test
n02089867-Walker_hound/n02089867_3108.jpg,n02089867-Walker_hound/n02089867_3177.jpg,n02089867-Walker_hound,n02089867-Walker_hound,test,train,0,0,True,True,True,True,train-test
n02089867-Walker_hound/n02089867_3840.jpg,n02089973-English_foxhound/n02089973_2211.jpg,n02089867-Walker_hound,n02089973-English_foxhound,val,val,0,0,True,False,False,False,val-val
n02089867-Walker_hound/n02089867_4001.jpg,n02089973-English_foxhound/n02089973_1957.jpg,n02089867-Walker_hound,n02089973-English_foxhound,val,val,0,0,True,False,False,False,val-val
n02090379-redbone/n02090379_4667.jpg,n02090379-redbone/n02090379_855.jpg,n02090379-redbone,n02090379-redbone,test,train,0,0,True,True,True,True,train-test
n02091134-whippet/n02091134_16337.jpg,n02105251-briard/n02105251_7647.jpg,n02091134-whippet,n02105251-briard,train,train,0,0,True,True,False,False,train-train
n02091831-Saluki/n02091831_13767.jpg,n02091831-Saluki/n02091831_6323.jpg,n02091831-Saluki,n02091831-Saluki,val,train,0,0,True,True,True,True,train-val
n02092002-Scottish_deerhound/n02092002_1767.jpg,n02092002-Scottish_deerhound/n02092002_4745.jpg,n02092002-Scottish_deerhound,n02092002-Scottish_deerhound,train,train,0,0,True,True,True,False,train-train
n02092002-Scottish_deerhound/n02092002_2448.jpg,n02092002-Scottish_deerhound/n02092002_6503.jpg,n02092002-Scottish_deerhound,n02092002-Scottish_deerhound,test,train,0,0,True,True,True,True,train-test
n02092002-Scottish_deerhound/n02092002_5504.jpg,n02092002-Scottish_deerhound/n02092002_5557.jpg,n02092002-Scottish_deerhound,n02092002-Scottish_deerhound,train,train,0,0,True,True,True,False,train-train
n02093256-Staffordshire_bullterrier/n02093256_4090.jpg,n02093428-American_Staffordshire_terrier/n02093428_5635.jpg,n02093256-Staffordshire_bullterrier,n02093428-American_Staffordshire_terrier,test,val,0,0,True,True,False,True,val-test
n02093256-Staffordshire_bullterrier/n02093256_5988.jpg,n02093428-American_Staffordshire_terrier/n02093428_1378.jpg,n02093256-Staffordshire_bullterrier,n02093428-American_Staffordshire_terrier,val,test,0,0,True,True,False,True,val-test
n02093256-Staffordshire_bullterrier/n02093256_6177.jpg,n02093428-American_Staffordshire_terrier/n02093428_8454.jpg,n02093256-Staffordshire_bullterrier,n02093428-American_Staffordshire_terrier,train,train,0,0,True,True,False,False,train-train
n02093647-Bedlington_terrier/n02093647_1766.jpg,n02093647-Bedlington_terrier/n02093647_3277.jpg,n02093647-Bedlington_terrier,n02093647-Bedlington_terrier,train,train,0,0,True,True,True,False,train-train
n02093647-Bedlington_terrier/n02093647_2585.jpg,n02093647-Bedlington_terrier/n02093647_518.jpg,n02093647-Bedlington_terrier,n02093647-Bedlington_terrier,train,test,0,0,True,True,True,True,train-test
n02093647-Bedlington_terrier/n02093647_2626.jpg,n02093647-Bedlington_terrier/n02093647_2687.jpg,n02093647-Bedlington_terrier,n02093647-Bedlington_terrier,val,test,0,0,True,True,True,True,val-test
n02093859-Kerry_blue_terrier/n02093859_1697.jpg,n02095314-wire-haired_fox_terrier/n02095314_3495.jpg,n02093859-Kerry_blue_terrier,n02095314-wire-haired_fox_terrier,train,train,0,0,True,False,False,False,train-train
n02093859-Kerry_blue_terrier/n02093859_3209.jpg,n02093859-Kerry_blue_terrier/n02093859_324.jpg,n02093859-Kerry_blue_terrier,n02093859-Kerry_blue_terrier,val,train,0,0,True,True,True,True,train-val
n02093991-Irish_terrier/n02093991_114.jpg,n02095314-wire-haired_fox_terrier/n02095314_80.jpg,n02093991-Irish_terrier,n02095314-wire-haired_fox_terrier,test,test,0,0,True,True,False,False,test-test
n02093991-Irish_terrier/n02093991_2923.jpg,n02093991-Irish_terrier/n02093991_4670.jpg,n02093991-Irish_terrier,n02093991-Irish_terrier,test,train,0,0,True,True,True,True,train-test
n02094114-Norfolk_terrier/n02094114_1020.jpg,n02094258-Norwich_terrier/n02094258_880.jpg,n02094114-Norfolk_terrier,n02094258-Norwich_terrier,train,train,0,0,True,True,False,False,train-train
n02094114-Norfolk_terrier/n02094114_1696.jpg,n02094258-Norwich_terrier/n02094258_1408.jpg,n02094114-Norfolk_terrier,n02094258-Norwich_terrier,train,train,0,0,True,True,False,False,train-train
n02095314-wire-haired_fox_terrier/n02095314_2038.jpg,n02095570-Lakeland_terrier/n02095570_95.jpg,n02095314-wire-haired_fox_terrier,n02095570-Lakeland_terrier,train,train,0,0,True,False,False,False,train-train
n02095314-wire-haired_fox_terrier/n02095314_2754.jpg,n02095570-Lakeland_terrier/n02095570_3101.jpg,n02095314-wire-haired_fox_terrier,n02095570-Lakeland_terrier,train,train,0,0,True,True,False,False,train-train
n02095314-wire-haired_fox_terrier/n02095314_2964.jpg,n02095570-Lakeland_terrier/n02095570_5404.jpg,n02095314-wire-haired_fox_terrier,n02095570-Lakeland_terrier,train,train,0,0,True,True,False,False,train-train
n02095314-wire-haired_fox_terrier/n02095314_3189.jpg,n02095314-wire-haired_fox_terrier/n02095314_3227.jpg,n02095314-wire-haired_fox_terrier,n02095314-wire-haired_fox_terrier,train,val,0,0,True,True,True,True,train-val
n02095314-wire-haired_fox_terrier/n02095314_3509.jpg,n02095570-Lakeland_terrier/n02095570_6443.jpg,n02095314-wire-haired_fox_terrier,n02095570-Lakeland_terrier,train,train,0,0,True,True,False,False,train-train
n02095570-Lakeland_terrier/n02095570_1575.jpg,n02095889-Sealyham_terrier/n02095889_1582.jpg,n02095570-Lakeland_terrier,n02095889-Sealyham_terrier,train,val,0,0,True,True,False,True,train-val
n02095889-Sealyham_terrier/n02095889_1019.jpg,n02095889-Sealyham_terrier/n02095889_47.jpg,n02095889-Sealyham_terrier,n02095889-Sealyham_terrier,train,test,0,0,True,False,True,True,train-test
n02095889-Sealyham_terrier/n02095889_2031.jpg,n02095889-Sealyham_terrier/n02095889_5011.jpg,n02095889-Sealyham_terrier,n02095889-Sealyham_terrier,test,train,0,0,True,False,True,True,train-test
n02095889-Sealyham_terrier/n02095889_2134.jpg,n02095889-Sealyham_terrier/n02095889_2471.jpg,n02095889-Sealyham_terrier,n02095889-Sealyham_terrier,train,test,0,0,True,True,True,True,train-test
n02095889-Sealyham_terrier/n02095889_3354.jpg,n02095889-Sealyham_terrier/n02095889_6458.jpg,n02095889-Sealyham_terrier,n02095889-Sealyham_terrier,train,train,0,0,True,True,True,False,train-train
n02096437-Dandie_Dinmont/n02096437_2580.jpg,n02096437-Dandie_Dinmont/n02096437_3112.jpg,n02096437-Dandie_Dinmont,n02096437-Dandie_Dinmont,train,val,0,6,True,False,True,True,train-val
n02097047-miniature_schnauzer/n02097047_951.jpg,n02097209-standard_schnauzer/n02097209_583.jpg,n02097047-miniature_schnauzer,n02097209-standard_schnauzer,train,train,0,0,True,True,False,False,train-train
n02097130-giant_schnauzer/n02097130_4193.jpg,n02097130-giant_schnauzer/n02097130_5576.jpg,n02097130-giant_schnauzer,n02097130-giant_schnauzer,train,train,0,0,True,True,True,False,train-train
n02097130-giant_schnauzer/n02097130_857.jpg,n02097209-standard_schnauzer/n02097209_585.jpg,n02097130-giant_schnauzer,n02097209-standard_schnauzer,test,train,0,0,True,True,False,True,train-test
n02097298-Scotch_terrier/n02097298_2083.jpg,n02098286-West_Highland_white_terrier/n02098286_830.jpg,n02097298-Scotch_terrier,n02098286-West_Highland_white_terrier,test,test,0,0,True,True,False,False,test-test
n02097474-Tibetan_terrier/n02097474_4907.jpg,n02098105-soft-coated_wheaten_terrier/n02098105_2456.jpg,n02097474-Tibetan_terrier,n02098105-soft-coated_wheaten_terrier,train,train,0,0,True,True,False,False,train-train
n02097658-silky_terrier/n02097658_4201.jpg,n02097658-silky_terrier/n02097658_8018.jpg,n02097658-silky_terrier,n02097658-silky_terrier,train,train,0,0,True,True,True,False,train-train
n02098105-soft-coated_wheaten_terrier/n02098105_1090.jpg,n02098105-soft-coated_wheaten_terrier/n02098105_2945.jpg,n02098105-soft-coated_wheaten_terrier,n02098105-soft-coated_wheaten_terrier,train,val,0,0,True,True,True,True,train-val
n02099429-curly-coated_retriever/n02099429_2263.jpg,n02099429-curly-coated_retriever/n02099429_3513.jpg,n02099429-curly-coated_retriever,n02099429-curly-coated_retriever,train,train,0,0,True,True,True,False,train-train
n02100735-English_setter/n02100735_2684.jpg,n02100735-English_setter/n02100735_5988.jpg,n02100735-English_setter,n02100735-English_setter,train,train,0,0,True,False,True,False,train-train
n02101556-clumber/n02101556_4965.jpg,n02101556-clumber/n02101556_4994.jpg,n02101556-clumber,n02101556-clumber,train,test,0,4,True,False,True,True,train-test
n02101556-clumber/n02101556_5512.jpg,n02101556-clumber/n02101556_5903.jpg,n02101556-clumber,n02101556-clumber,train,train,0,0,True,True,True,False,train-train
n02102177-Welsh_springer_spaniel/n02102177_1999.jpg,n02102177-Welsh_springer_spaniel/n02102177_2388.jpg,n02102177-Welsh_springer_spaniel,n02102177-Welsh_springer_spaniel,train,val,0,0,True,True,True,True,train-val
n02102480-Sussex_spaniel/n02102480_101.jpg,n02102480-Sussex_spaniel/n02102480_6229.jpg,n02102480-Sussex_spaniel,n02102480-Sussex_spaniel,test,train,0,0,True,False,True,True,train-test
n02102480-Sussex_spaniel/n02102480_2041.jpg,n02102480-Sussex_spaniel/n02102480_3436.jpg,n02102480-Sussex_spaniel,n02102480-Sussex_spaniel,train,train,0,0,True,True,True,False,train-train
n02102480-Sussex_spaniel/n02102480_5158.jpg,n02102480-Sussex_spaniel/n02102480_6027.jpg,n02102480-Sussex_spaniel,n02102480-Sussex_spaniel,val,train,0,4,True,False,True,True,train-val
n02102973-Irish_water_spaniel/n02102973_1615.jpg,n02102973-Irish_water_spaniel/n02102973_1714.jpg,n02102973-Irish_water_spaniel,n02102973-Irish_water_spaniel,train,train,0,0,True,True,True,False,train-train
n02102973-Irish_water_spaniel/n02102973_1723.jpg,n02102973-Irish_water_spaniel/n02102973_3564.jpg,n02102973-Irish_water_spaniel,n02102973-Irish_water_spaniel,train,train,0,2,True,False,True,False,train-train
n02102973-Irish_water_spaniel/n02102973_2442.jpg,n02102973-Irish_water_spaniel/n02102973_541.jpg,n02102973-Irish_water_spaniel,n02102973-Irish_water_spaniel,val,train,0,0,True,False,True,True,train-val
n02102973-Irish_water_spaniel/n02102973_2645.jpg,n02102973-Irish_water_spaniel/n02102973_4469.jpg,n02102973-Irish_water_spaniel,n02102973-Irish_water_spaniel,val,train,0,0,True,True,True,True,train-val
n02104365-schipperke/n02104365_4190.jpg,n02104365-schipperke/n02104365_5670.jpg,n02104365-schipperke,n02104365-schipperke,train,train,0,0,True,True,True,False,train-train
n02104365-schipperke/n02104365_5740.jpg,n02104365-schipperke/n02104365_7953.jpg,n02104365-schipperke,n02104365-schipperke,train,train,0,0,True,True,True,False,train-train
n02104365-schipperke/n02104365_9552.jpg,n02105056-groenendael/n02105056_2194.jpg,n02104365-schipperke,n02105056-groenendael,test,train,0,0,True,True,False,True,train-test
n02105056-groenendael/n02105056_3499.jpg,n02105056-groenendael/n02105056_961.jpg,n02105056-groenendael,n02105056-groenendael,train,test,0,0,True,False,True,True,train-test
n02105056-groenendael/n02105056_5700.jpg,n02105056-groenendael/n02105056_785.jpg,n02105056-groenendael,n02105056-groenendael,train,train,0,0,True,True,True,False,train-train
n02105162-malinois/n02105162_2079.jpg,n02105162-malinois/n02105162_6449.jpg,n02105162-malinois,n02105162-malinois,val,train,0,0,True,True,True,True,train-val
n02106030-collie/n02106030_10021.jpg,n02106166-Border_collie/n02106166_4107.jpg,n02106030-collie,n02106166-Border_collie,train,train,0,0,True,True,False,False,train-train
n02106030-collie/n02106030_14811.jpg,n02106166-Border_collie/n02106166_6084.jpg,n02106030-collie,n02106166-Border_collie,train,train,0,0,True,True,False,False,train-train
n02106030-collie/n02106030_15829.jpg,n02106166-Border_collie/n02106166_6512.jpg,n02106030-collie,n02106166-Border_collie,train,train,0,0,True,True,False,False,train-train
n02106030-collie/n02106030_16338.jpg,n02106166-Border_collie/n02106166_6710.jpg,n02106030-collie,n02106166-Border_collie,val,train,0,0,True,True,False,True,train-val
n02106030-collie/n02106030_2522.jpg,n02106166-Border_collie/n02106166_1031.jpg,n02106030-collie,n02106166-Border_collie,test,train,0,0,True,True,False,True,train-test
n02106030-collie/n02106030_873.jpg,n02106166-Border_collie/n02106166_346.jpg,n02106030-collie,n02106166-Border_collie,train,val,0,0,True,True,False,True,train-val
n02106382-Bouvier_des_Flandres/n02106382_29.jpg,n02106382-Bouvier_des_Flandres/n02106382_4291.jpg,n02106382-Bouvier_des_Flandres,n02106382-Bouvier_des_Flandres,train,train,0,0,True,False,True,False,train-train
n02107574-Greater_Swiss_Mountain_dog/n02107574_1180.jpg,n02107574-Greater_Swiss_Mountain_dog/n02107574_1706.jpg,n02107574-Greater_Swiss_Mountain_dog,n02107574-Greater_Swiss_Mountain_dog,train,train,0,0,True,False,True,False,train-train
n02107574-Greater_Swiss_Mountain_dog/n02107574_2100.jpg,n02107574-Greater_Swiss_Mountain_dog/n02107574_870.jpg,n02107574-Greater_Swiss_Mountain_dog,n02107574-Greater_Swiss_Mountain_dog,train,train,0,0,True,False,True,False,train-train
n02107574-Greater_Swiss_Mountain_dog/n02107574_2325.jpg,n02107574-Greater_Swiss_Mountain_dog/n02107574_988.jpg,n02107574-Greater_Swiss_Mountain_dog,n02107574-Greater_Swiss_Mountain_dog,val,train,0,0,True,False,True,True,train-val
n02107683-Bernese_mountain_dog/n02107683_5397.jpg,n02107908-Appenzeller/n02107908_3531.jpg,n02107683-Bernese_mountain_dog,n02107908-Appenzeller,train,train,0,0,True,True,False,False,train-train
n02107683-Bernese_mountain_dog/n02107683_71.jpg,n02107908-Appenzeller/n02107908_47.jpg,n02107683-Bernese_mountain_dog,n02107908-Appenzeller,test,train,0,0,True,True,False,True,train-test
n02108000-EntleBucher/n02108000_2891.jpg,n02108000-EntleBucher/n02108000_331.jpg,n02108000-EntleBucher,n02108000-EntleBucher,val,train,0,0,True,True,True,True,train-val
n02108551-Tibetan_mastiff/n02108551_4421.jpg,n02108551-Tibetan_mastiff/n02108551_728.jpg,n02108551-Tibetan_mastiff,n02108551-Tibetan_mastiff,test,train,0,0,True,False,True,True,train-test
n02109525-Saint_Bernard/n02109525_1314.jpg,n02109525-Saint_Bernard/n02109525_7982.jpg,n02109525-Saint_Bernard,n02109525-Saint_Bernard,train,train,0,0,True,True,True,False,train-train
n02109961-Eskimo_dog/n02109961_2317.jpg,n02110185-Siberian_husky/n02110185_1614.jpg,n02109961-Eskimo_dog,n02110185-Siberian_husky,test,train,0,0,True,True,False,True,train-test
n02109961-Eskimo_dog/n02109961_5924.jpg,n02110185-Siberian_husky/n02110185_4115.jpg,n02109961-Eskimo_dog,n02110185-Siberian_husky,test,train,0,0,True,True,False,True,train-test
n02110627-affenpinscher/n02110627_12272.jpg,n02110627-affenpinscher/n02110627_8621.jpg,n02110627-affenpinscher,n02110627-affenpinscher,train,train,0,2,True,False,True,False,train-train
n02112706-Brabancon_griffon/n02112706_1202.jpg,n02112706-Brabancon_griffon/n02112706_2161.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,test,0,0,True,True,True,True,train-test
n02112706-Brabancon_griffon/n02112706_1379.jpg,n02112706-Brabancon_griffon/n02112706_2191.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,val,val,0,0,True,True,True,False,val-val
n02112706-Brabancon_griffon/n02112706_1568.jpg,n02112706-Brabancon_griffon/n02112706_539.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,train,0,0,True,True,True,False,train-train
n02112706-Brabancon_griffon/n02112706_1833.jpg,n02112706-Brabancon_griffon/n02112706_2074.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,train,0,0,True,True,True,False,train-train
n02112706-Brabancon_griffon/n02112706_1882.jpg,n02112706-Brabancon_griffon/n02112706_2070.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,train,0,0,True,True,True,False,train-train
n02112706-Brabancon_griffon/n02112706_2550.jpg,n02112706-Brabancon_griffon/n02112706_420.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,train,0,0,True,True,True,False,train-train
n02112706-Brabancon_griffon/n02112706_62.jpg,n02112706-Brabancon_griffon/n02112706_866.jpg,n02112706-Brabancon_griffon,n02112706-Brabancon_griffon,train,test,0,0,True,True,True,True,train-test
n02113186-Cardigan/n02113186_1030.jpg,n02113186-Cardigan/n02113186_11400.jpg,n02113186-Cardigan,n02113186-Cardigan,train,test,0,0,True,True,True,True,train-test
n02113624-toy_poodle/n02113624_1804.jpg,n02113712-miniature_poodle/n02113712_1252.jpg,n02113624-toy_poodle,n02113712-miniature_poodle,train,train,0,0,True,True,False,False,train-train
n02113624-toy_poodle/n02113624_2244.jpg,n02113712-miniature_poodle/n02113712_1546.jpg,n02113624-toy_poodle,n02113712-miniature_poodle,test,train,0,0,True,True,False,True,train-test
n02113624-toy_poodle/n02113624_2258.jpg,n02113712-miniature_poodle/n02113712_1558.jpg,n02113624-toy_poodle,n02113712-miniature_poodle,val,train,0,0,True,True,False,True,train-val
n02113712-miniature_poodle/n02113712_230.jpg,n02113799-standard_poodle/n02113799_254.jpg,n02113712-miniature_poodle,n02113799-standard_poodle,val,val,0,0,True,True,False,False,val-val
n02113978-Mexican_hairless/n02113978_1069.jpg,n02113978-Mexican_hairless/n02113978_3474.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,0,0,True,True,True,False,train-train
n02113978-Mexican_hairless/n02113978_1323.jpg,n02113978-Mexican_hairless/n02113978_737.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,test,train,0,0,True,True,True,True,train-test
n02113978-Mexican_hairless/n02113978_1632.jpg,n02113978-Mexican_hairless/n02113978_2572.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,val,0,0,True,True,True,True,train-val
n02113978-Mexican_hairless/n02113978_2141.jpg,n02113978-Mexican_hairless/n02113978_3832.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,val,train,0,0,True,True,True,True,train-val
n02113978-Mexican_hairless/n02113978_3178.jpg,n02113978-Mexican_hairless/n02113978_530.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,0,0,True,True,True,False,train-train
n02115641-dingo/n02115641_2440.jpg,n02115913-dhole/n02115913_739.jpg,n02115641-dingo,n02115913-dhole,test,test,0,0,True,True,False,False,test-test
n02115913-dhole/n02115913_1142.jpg,n02115913-dhole/n02115913_2029.jpg,n02115913-dhole,n02115913-dhole,test,train,0,0,True,True,True,True,train-test
n02115913-dhole/n02115913_1552.jpg,n02115913-dhole/n02115913_3270.jpg,n02115913-dhole,n02115913-dhole,train,train,0,0,True,True,True,False,train-train
n02115913-dhole/n02115913_262.jpg,n02115913-dhole/n02115913_4032.jpg,n02115913-dhole,n02115913-dhole,train,train,0,0,True,True,True,False,train-train
n02115913-dhole/n02115913_4117.jpg,n02115913-dhole/n02115913_564.jpg,n02115913-dhole,n02115913-dhole,train,train,0,0,True,True,True,False,train-train
n02115913-dhole/n02115913_4119.jpg,n02115913-dhole/n02115913_750.jpg,n02115913-dhole,n02115913-dhole,train,train,0,0,True,True,True,False,train-train
n02088466-bloodhound/n02088466_9023.jpg,n02088466-bloodhound/n02088466_9356.jpg,n02088466-bloodhound,n02088466-bloodhound,train,val,1,0,True,False,True,True,train-val
n02089078-black-and-tan_coonhound/n02089078_19.jpg,n02089078-black-and-tan_coonhound/n02089078_2417.jpg,n02089078-black-and-tan_coonhound,n02089078-black-and-tan_coonhound,val,val,1,4,True,False,True,False,val-val
n02089078-black-and-tan_coonhound/n02089078_2417.jpg,n02089078-black-and-tan_coonhound/n02089078_3078.jpg,n02089078-black-and-tan_coonhound,n02089078-black-and-tan_coonhound,val,train,1,2,True,False,True,True,train-val
n02089867-Walker_hound/n02089867_2653.jpg,n02089973-English_foxhound/n02089973_2905.jpg,n02089867-Walker_hound,n02089973-English_foxhound,train,train,1,0,True,False,False,False,train-train
n02091635-otterhound/n02091635_4698.jpg,n02091635-otterhound/n02091635_873.jpg,n02091635-otterhound,n02091635-otterhound,train,test,1,2,True,False,True,True,train-test
n02095314-wire-haired_fox_terrier/n02095314_1820.jpg,n02095314-wire-haired_fox_terrier/n02095314_1894.jpg,n02095314-wire-haired_fox_terrier,n02095314-wire-haired_fox_terrier,val,val,1,4,True,False,True,False,val-val
n02095314-wire-haired_fox_terrier/n02095314_3166.jpg,n02095889-Sealyham_terrier/n02095889_1820.jpg,n02095314-wire-haired_fox_terrier,n02095889-Sealyham_terrier,train,train,1,0,True,False,False,False,train-train
n02097047-miniature_schnauzer/n02097047_2426.jpg,n02097209-standard_schnauzer/n02097209_1170.jpg,n02097047-miniature_schnauzer,n02097209-standard_schnauzer,train,test,1,0,True,False,False,True,train-test
n02102480-Sussex_spaniel/n02102480_5734.jpg,n02102480-Sussex_spaniel/n02102480_8240.jpg,n02102480-Sussex_spaniel,n02102480-Sussex_spaniel,test,val,1,10,True,False,True,True,val-test
n02107574-Greater_Swiss_Mountain_dog/n02107574_261.jpg,n02107574-Greater_Swiss_Mountain_dog/n02107574_910.jpg,n02107574-Greater_Swiss_Mountain_dog,n02107574-Greater_Swiss_Mountain_dog,train,val,1,2,True,False,True,True,train-val
n02107683-Bernese_mountain_dog/n02107683_2881.jpg,n02107683-Bernese_mountain_dog/n02107683_570.jpg,n02107683-Bernese_mountain_dog,n02107683-Bernese_mountain_dog,test,test,1,6,True,False,True,False,test-test
n02113978-Mexican_hairless/n02113978_131.jpg,n02113978-Mexican_hairless/n02113978_3419.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,1,2,True,False,True,False,train-train
n02113978-Mexican_hairless/n02113978_1956.jpg,n02113978-Mexican_hairless/n02113978_3134.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,1,2,True,False,True,False,train-train
n02113978-Mexican_hairless/n02113978_2167.jpg,n02113978-Mexican_hairless/n02113978_3134.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,1,2,True,False,True,False,train-train
n02089867-Walker_hound/n02089867_2382.jpg,n02089867-Walker_hound/n02089867_24.jpg,n02089867-Walker_hound,n02089867-Walker_hound,train,test,2,0,True,False,True,True,train-test
n02089867-Walker_hound/n02089867_3608.jpg,n02089973-English_foxhound/n02089973_1076.jpg,n02089867-Walker_hound,n02089973-English_foxhound,test,test,2,2,True,False,False,False,test-test
n02094114-Norfolk_terrier/n02094114_1020.jpg,n02094114-Norfolk_terrier/n02094114_745.jpg,n02094114-Norfolk_terrier,n02094114-Norfolk_terrier,train,train,2,6,True,False,True,False,train-train
n02094114-Norfolk_terrier/n02094114_745.jpg,n02094258-Norwich_terrier/n02094258_880.jpg,n02094114-Norfolk_terrier,n02094258-Norwich_terrier,train,train,2,6,True,False,False,False,train-train
n02107908-Appenzeller/n02107908_2608.jpg,n02107908-Appenzeller/n02107908_599.jpg,n02107908-Appenzeller,n02107908-Appenzeller,train,train,2,8,True,False,True,False,train-train
n02111129-Leonberg/n02111129_1115.jpg,n02111129-Leonberg/n02111129_4423.jpg,n02111129-Leonberg,n02111129-Leonberg,val,train,2,6,True,False,True,True,train-val
n02113978-Mexican_hairless/n02113978_1956.jpg,n02113978-Mexican_hairless/n02113978_2167.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,2,0,True,False,True,False,train-train
n02113978-Mexican_hairless/n02113978_3921.jpg,n02113978-Mexican_hairless/n02113978_937.jpg,n02113978-Mexican_hairless,n02113978-Mexican_hairless,train,train,2,8,True,False,True,False,train-train
n02086079-Pekinese/n02086079_937.jpg,n02112018-Pomeranian/n02112018_2896.jpg,n02086079-Pekinese,n02112018-Pomeranian,train,train,3,32,False,False,False,False,train-train
n02095570-Lakeland_terrier/n02095570_1482.jpg,n02095570-Lakeland_terrier/n02095570_845.jpg,n02095570-Lakeland_terrier,n02095570-Lakeland_terrier,train,val,3,4,True,False,True,True,train-val
n02097209-standard_schnauzer/n02097209_2992.jpg,n02097209-standard_schnauzer/n02097209_3831.jpg,n02097209-standard_schnauzer,n02097209-standard_schnauzer,test,train,3,6,True,False,True,True,train-test
n02104029-kuvasz/n02104029_2417.jpg,n02104029-kuvasz/n02104029_690.jpg,n02104029-kuvasz,n02104029-kuvasz,train,train,3,6,True,False,True,False,train-train
